4818
1,75.62,75.62
2,74.86,75.04
3,74.1,74.1
29,68.74,68.74
31,68.41,68.41
32,68.23,68.23
34,68.43,68.43
35,68.51,68.51
36,68.42,68.42
37,68.43,68.43
39,68.68,68.68
40,68.85,68.85
42,69.13,69.13
43,69.35,69.35
45,69.73,69.73
51,70.45,70.45
52,70.53,70.53
53,70.65,70.65
56,70.98,70.98
60,71.48,71.48
63,71.75,71.75
477,80.44,80.44
482,80.46,80.46
525,74.43,74.43
526,74.42,74.42
542,74.4,74.4
543,74.0,74.0
547,74.83,74.83
554,73.465,75.12
555,73.27,73.27
564,73.52,73.52
565,73.8,73.8
568,73.72,73.72
569,73.62,73.62
571,73.58,73.58
572,73.56,73.56
574,73.45,73.45
575,73.38,73.38
577,73.18,73.18
578,73.0,73.0
579,72.81,72.81
580,72.62,72.62
581,72.43,72.43
582,72.16,72.16
583,71.81,71.81
584,71.67,71.67
585,71.88,71.88
586,71.94,71.94
587,72.04,72.04
588,72.07,72.07
589,72.12,72.12
590,72.18,72.18
591,72.32,72.32
592,72.43,72.43
593,72.49,72.49
594,72.48,72.48
595,72.51,72.51
596,72.6,72.6
597,72.64,72.64
598,72.62,72.62
599,72.63,72.63
600,72.64,72.64
601,72.74,72.74
602,72.82,72.82
603,72.87,72.87
604,72.91,72.91
605,72.89,72.89
606,72.88,72.88
607,72.83,72.83
608,72.8,72.8
609,72.73,72.73
610,72.64,72.64
611,72.53,72.53
612,72.5,72.5
613,72.48,72.48
614,72.48,72.48
615,72.43,72.43
616,72.51,72.51
617,72.57,72.57
618,72.6,72.6
619,72.63,72.63
620,72.65,72.65
621,72.69,72.69
623,72.81,72.81
624,72.99,72.99
627,73.36,73.36
628,73.45,73.45
631,73.73,73.73
632,73.84,73.84
1491,74.47,74.47
1494,74.43,74.43
1495,74.3,74.3
1497,73.99,73.99
1498,73.91,73.91
1504,73.5,73.5
1505,73.52,73.52
1523,73.1,73.1
1524,73.01,73.01
1527,72.87,72.87
1528,72.7,72.7
1529,72.35,72.35
1530,72.01,72.01
1531,71.72,71.72
1532,71.39,71.39
1533,71.08,71.08
1534,70.76,70.76
1535,70.45,70.45
1536,70.11,70.11
1537,69.81,69.81
1538,69.46,69.46
1539,69.13,69.13
1540,68.79,68.79
1541,68.45,68.45
1542,68.11,68.11
1543,67.75,67.75
1544,67.39,67.39
1545,66.96125,66.99
1546,66.5325,66.58
1547,66.10375,66.16
1548,65.675,65.71
1549,65.24625,65.28
1550,64.8175,64.83
1551,64.38875,64.38
1552,63.96,63.96
1553,63.57,63.57
1554,63.21,63.21
1555,62.88,62.88
1556,62.56,62.56
