1,116.31903,40.007059
2,116.319066,40.007001
3,116.319114,40.006907
29,116.318829,40.006371
31,116.318832,40.006338
32,116.318827,40.00632
34,116.318782,40.00634
35,116.318753,40.006348
36,116.318712,40.006339
37,116.318678,40.00634
39,116.318632,40.006365
40,116.318618,40.006382
42,116.318584,40.00641
43,116.318591,40.006432
45,116.318569,40.00647
51,116.318518,40.006542
52,116.318483,40.00655
53,116.318461,40.006562
56,116.318491,40.006595
60,116.31851,40.006645
63,116.318529,40.006672
477,116.319086,40.007541
482,116.319078,40.007543
525,116.319631,40.00694
526,116.31954,40.006939
542,116.319503,40.006937
543,116.319135,40.006897
547,116.319046,40.00698
554,116.319029,40.007009
555,116.318914,40.006824
564,116.318918,40.006849
565,116.31894,40.006877
568,116.31897,40.006869
569,116.318994,40.006859
571,116.319043,40.006855
572,116.31907,40.006853
574,116.31912,40.006842
575,116.319147,40.006835
577,116.319198,40.006815
578,116.319221,40.006797
579,116.319238,40.006778
580,116.319254,40.006759
581,116.319265,40.00674
582,116.319276,40.006713
583,116.319299,40.006678
584,116.31933,40.006664
585,116.319403,40.006685
586,116.319457,40.006691
587,116.319514,40.006701
588,116.319565,40.006704
589,116.319615,40.006709
590,116.319663,40.006715
591,116.319713,40.006729
592,116.319759,40.00674
593,116.319802,40.006746
594,116.319841,40.006745
595,116.319873,40.006748
596,116.319911,40.006757
597,116.31995,40.006761
598,116.319989,40.006759
599,116.320035,40.00676
600,116.320084,40.006761
601,116.320141,40.006771
602,116.320194,40.006779
603,116.320243,40.006784
604,116.320292,40.006788
605,116.320338,40.006786
606,116.320387,40.006785
607,116.320433,40.00678
608,116.320481,40.006777
609,116.320522,40.00677
610,116.320559,40.006761
611,116.320597,40.00675
612,116.32064,40.006747
613,116.32068,40.006745
614,116.320719,40.006745
615,116.320759,40.00674
616,116.320797,40.006748
617,116.320835,40.006754
618,116.320871,40.006757
619,116.32091,40.00676
620,116.320948,40.006762
621,116.320985,40.006766
623,116.321036,40.006778
624,116.321047,40.006796
627,116.321053,40.006833
628,116.321056,40.006842
631,116.321087,40.00687
632,116.321099,40.006881
652,116.321042,40.006881
653,116.321034,40.006878
660,116.321015,40.006842
661,116.321023,40.006826
663,116.321063,40.0068
673,116.320765,40.006666
674,116.320712,40.007015
676,116.320775,40.006871
677,116.320771,40.006882
679,116.320766,40.006923
687,116.320727,40.006954
688,116.320733,40.006963
691,116.320752,40.006994
692,116.320756,40.007004
712,116.320762,40.006959
713,116.320755,40.006957
723,116.320764,40.006942
757,116.320936,40.006848
758,116.320922,40.006838
759,116.32088,40.006883
761,116.320829,40.006904
762,116.320816,40.006909
764,116.320788,40.006935
765,116.320782,40.006953
767,116.320786,40.006995
768,116.320788,40.007004
773,116.320784,40.007037
774,116.320786,40.007049
835,116.320794,40.007085
836,116.320688,40.007097
837,116.320597,40.007105
838,116.320524,40.007108
839,116.320457,40.007111
840,116.32046,40.007112
841,116.320571,40.007095
843,116.320626,40.007089
860,116.320748,40.007113
862,116.320707,40.007082
864,116.320697,40.007053
874,116.32069,40.007008
875,116.320682,40.007007
892,116.320725,40.006984
893,116.320734,40.006985
898,116.320736,40.006953
899,116.320733,40.006937
903,116.320703,40.006929
912,116.320678,40.007013
915,116.320625,40.007006
916,116.32061,40.006995
918,116.320572,40.006971
919,116.320564,40.006963
922,116.320552,40.006923
923,116.320543,40.006904
943,116.320558,40.006943
944,116.320574,40.006946
973,116.320517,40.006954
974,116.320507,40.006949
981,116.320452,40.006933
982,116.320456,40.006923
988,116.320471,40.006883
989,116.320469,40.006877
1003,116.3205,40.006912
1005,116.320529,40.006905
1008,116.320576,40.006896
1009,116.320592,40.006897
1014,116.320592,40.006939
1015,116.320609,40.006951
1018,116.320632,40.006989
1019,116.320643,40.006992
1036,116.320681,40.007014
1037,116.32069,40.007018
1051,116.320677,40.006975
1052,116.320676,40.006969
1060,116.320694,40.006926
1061,116.320689,40.006924
1073,116.32068,40.006967
1074,116.320675,40.006975
1087,116.320682,40.006988
1088,116.320686,40.007027
1093,116.320687,40.006997
1104,116.320752,40.006845
1109,116.320747,40.006889
1110,116.32075,40.006896
1117,116.320768,40.006918
1118,116.320764,40.006948
1123,116.320752,40.00699
1124,116.320766,40.006997
1129,116.320751,40.007025
1130,116.320758,40.007045
1144,116.320752,40.007088
1145,116.320753,40.00709
1155,116.320752,40.007073
1156,116.320761,40.007038
1158,116.320782,40.007002
1159,116.320783,40.006995
1163,116.320804,40.006958
1164,116.320812,40.006941
1168,116.320794,40.00697
1169,116.320787,40.006982
1187,116.320764,40.006964
1188,116.320757,40.006939
1193,116.320727,40.006955
1194,116.320717,40.006982
1198,116.320693,40.007012
1199,116.320678,40.007024
1203,116.320645,40.007054
1204,116.320632,40.007054
1206,116.320591,40.007056
1207,116.32057,40.007066
1226,116.320608,40.007032
1227,116.320619,40.007031
1233,116.320666,40.007034
1234,116.320677,40.007038
1241,116.320676,40.00708
1242,116.320679,40.007091
1246,116.320686,40.007134
1247,116.320692,40.007145
1252,116.320735,40.007162
1253,116.320757,40.007168
1281,116.320748,40.007137
1282,116.320747,40.007117
1293,116.320802,40.007113
1294,116.32081,40.00712
1297,116.320841,40.007148
1298,116.320845,40.007159
1307,116.320797,40.007135
1308,116.320788,40.007125
1311,116.320774,40.007082
1312,116.320768,40.007071
1317,116.320737,40.007041
1318,116.320732,40.007029
1325,116.320776,40.007009
1326,116.320787,40.007003
1344,116.320826,40.007031
